"cod_tema";"cod_editor"
"0";"29970"
"0";"29971"
"0";"29972"
"0";"29978"
"0";"29979"
"0";"29986"
"0";"29990"
"0";"29997"
"0";"29999"
"0";"30001"
"0";"30007"
"0";"30018"
"0";"30019"
"0";"30022"
"0";"30030"
"0";"30036"
"0";"30043"
"0";"30061"
"0";"30065"
"0";"30074"
"0";"30078"
"0";"30080"
"0";"30083"
"0";"30087"
"0";"30100"
"0";"30103"
"0";"30107"
"0";"30110"
"0";"30112"
"0";"30114"
"0";"30121"
"0";"30129"
"0";"30140"
"0";"30163"
"0";"30169"
"0";"30180"
"0";"30188"
"0";"30192"
"0";"30198"
"0";"30206"
"0";"30211"
"0";"30212"
"0";"30226"
"0";"30230"
"0";"30231"
"0";"30233"
"0";"30243"
"0";"30248"
"0";"30250"
"0";"30257"
"0";"30270"
"0";"30278"
"0";"30295"
"0";"30302"
"0";"30306"
"0";"30316"
"0";"30318"
"0";"30334"
"0";"30335"
"0";"30336"
"0";"30341"
"0";"30346"
"0";"30371"
"0";"30376"
"0";"30377"
"0";"30389"
"0";"30396"
"0";"304"
"0";"30401"
"0";"30404"
"0";"30405"
"0";"30414"
"0";"3045"
"0";"30456"
"0";"30467"
"0";"30478"
"0";"30486"
"0";"30513"
"0";"30516"
"0";"30525"
"0";"30533"
"0";"30534"
"0";"30541"
"0";"30547"
"0";"30564"
"0";"30577"
"0";"30579"
"0";"3058"
"0";"30586"
"0";"30605"
"0";"30613"
"0";"30619"
"0";"30626"
"0";"30628"
"0";"30640"
"0";"30641"
"0";"30658"
"0";"30669"
"0";"30672"
"0";"307"
"0";"30700"
"0";"30705"
"0";"30707"
"0";"30713"
"0";"30717"
"0";"30722"
"0";"30724"
"0";"30728"
"0";"30735"
"0";"30737"
"0";"30741"
"0";"30749"
"0";"30759"
"0";"30774"
"0";"30781"
"0";"30783"
"0";"308"
"0";"30801"
"0";"30836"
"0";"3084"
"0";"30847"
"0";"30855"
"0";"30862"
"0";"30869"
"0";"30875"
"0";"30884"
"0";"30897"
"0";"309"
"0";"30904"
"0";"30947"
"0";"30967"
"0";"30975"
"0";"30982"
"0";"30985"
"0";"30990"
"0";"31004"
"0";"3101"
"0";"31019"
"0";"31025"
"0";"31028"
"0";"3104"
"0";"31041"
"0";"31065"
"0";"31070"
"0";"31085"
"0";"31091"
"0";"31095"
"0";"31100"
"0";"31154"
"0";"31168"
"0";"31179"
"0";"31184"
"0";"31196"
"0";"31202"
"0";"31243"
"0";"31267"
"0";"31278"
"0";"31284"
"0";"31287"
"0";"31300"
"0";"31302"
"0";"31349"
"0";"31358"
"0";"3136"
"0";"31360"
"0";"31366"
"0";"31410"
"0";"31421"
"0";"31424"
"0";"31430"
"0";"31446"
"0";"31451"
"0";"31475"
"0";"31485"
"0";"3149"
"0";"31501"
"0";"31507"
"0";"31540"
"0";"31554"
"0";"31557"
"0";"31561"
"0";"31564"
"0";"31567"
"0";"3158"
"0";"31588"
"0";"31595"
"0";"31625"
"0";"3163"
"0";"31633"
"0";"31652"
"0";"31665"
"0";"31676"
"0";"31690"
"0";"31701"
"0";"31704"
"0";"31724"
"0";"31731"
"0";"31740"
"0";"31744"
"0";"31754"
"0";"3176"
"0";"31767"
"0";"31771"
"0";"31775"
"0";"31799"
"0";"31811"
"0";"31813"
"0";"3182"
"0";"31820"
"0";"3183"
"0";"31836"
"0";"3184"
"0";"31868"
"0";"31874"
"0";"31879"
"0";"31901"
"0";"31918"
"0";"3192"
"0";"31920"
"0";"31922"
"0";"31955"
"0";"31965"
"0";"31972"
"0";"320"
"0";"32004"
"0";"32057"
"0";"32069"
"0";"32086"
"0";"32095"
"0";"32117"
"0";"32133"
"0";"3214"
"0";"32140"
"0";"32145"
"0";"32146"
"0";"32157"
"0";"32165"
"0";"32183"
"0";"32187"
"0";"32189"
"0";"32194"
"0";"32196"
"0";"32197"
"0";"32198"
"0";"322"
"0";"32200"
"0";"32203"
"0";"32208"
"0";"32212"
"0";"32218"
"0";"32219"
"0";"32227"
"0";"32233"
"0";"32234"
"0";"32235"
"0";"32237"
"0";"32247"
"0";"32249"
"0";"32250"
"0";"32252"
"0";"32253"
"0";"32255"
"0";"32256"
"0";"32259"
"0";"32271"
"0";"32273"
"0";"32274"
"0";"32281"
"0";"32283"
"0";"32290"
"0";"32291"
"0";"32296"
"0";"323"
"0";"32302"
"0";"32308"
"0";"32309"
"0";"32316"
"0";"32322"
"0";"32345"
"0";"32353"
"0";"32354"
"0";"32356"
"0";"32357"
"0";"32361"
"0";"32387"
"0";"32392"
"0";"32402"
"0";"32408"
"0";"32409"
"0";"32411"
"0";"32434"
"0";"32437"
"0";"32441"
"0";"32442"
"0";"32450"
"0";"32457"
"0";"32460"
"0";"32464"
"0";"32467"
"0";"32470"
"0";"32481"
"0";"32488"
"0";"32496"
"0";"32500"
"0";"32504"
"0";"32509"
"0";"3252"
"0";"32564"
"0";"32567"
"0";"32574"
"0";"32580"
"0";"32584"
"0";"32591"
"0";"32601"
"0";"32636"
"0";"32643"
"0";"32649"
"0";"32660"
"0";"32661"
"0";"3267"
"0";"32674"
"0";"32681"
"0";"32682"
"0";"3269"
"0";"32692"
"0";"32697"
"0";"32704"
"0";"32707"
"0";"32711"
"0";"32746"
"0";"32755"
"0";"32757"
"0";"32758"
"0";"32762"
"0";"32767"
"0";"32776"
"0";"32783"
"0";"32784"
"0";"32787"
"0";"328"
"0";"32804"
"0";"32819"
"0";"32825"
"0";"32828"
"0";"32839"
"0";"32848"
"0";"32854"
"0";"32860"
"0";"32868"
"0";"32872"
"0";"32877"
"0";"32898"
"0";"329"
"0";"32905"
"0";"32915"
"0";"32933"
"0";"32935"
"0";"32944"
"0";"32948"
"0";"3295"
"0";"32951"
"0";"32952"
"0";"32957"
"0";"32959"
"0";"32973"
"0";"32975"
"0";"33010"
"0";"33018"
"0";"33019"
"0";"33023"
"0";"33034"
"0";"33038"
"0";"33040"
"0";"33044"
"0";"33051"
"0";"33058"
"0";"33063"
"0";"33071"
"0";"33073"
"0";"33084"
"0";"33085"
"0";"33089"
"0";"331"
"0";"33113"
"0";"33118"
"0";"33135"
"0";"33145"
"0";"33151"
"0";"33157"
"0";"33179"
"0";"33187"
"0";"33189"
"0";"33190"
"0";"33192"
"0";"33193"
"0";"33199"
"0";"33204"
"0";"33231"
"0";"33232"
"0";"33239"
"0";"33240"
"0";"33244"
"0";"33259"
"0";"33265"
"0";"33270"
"0";"33272"
"0";"33279"
"0";"33282"
"0";"33283"
"0";"33284"
"0";"33285"
"0";"33286"
"0";"33287"
"0";"33288"
"0";"33289"
"0";"33290"
"0";"33295"
"0";"33298"
"0";"33303"
"0";"33310"
"0";"33313"
"0";"33314"
"0";"33315"
"0";"33316"
"0";"33317"
"0";"33318"
"0";"33320"
"0";"33321"
"0";"33322"
"0";"33323"
"0";"33324"
"0";"33325"
"0";"33326"
"0";"33327"
"0";"33328"
"0";"33329"
"0";"33330"
"0";"33331"
"0";"33332"
"0";"33333"
"0";"33334"
"0";"33335"
"0";"33336"
"0";"33337"
"0";"33338"
"0";"33339"
"0";"33340"
"0";"33342"
"0";"33343"
"0";"33344"
"0";"33345"
"0";"33347"
"0";"33348"
"0";"33349"
"0";"33350"
"0";"33351"
"0";"33352"
"0";"33353"
"0";"33354"
"0";"33355"
"0";"33357"
"0";"33358"
"0";"33359"
"0";"33361"
"0";"33363"
"0";"33365"
"0";"33366"
"0";"33367"
"0";"33368"
"0";"33369"
"0";"33372"
"0";"33373"
"0";"33374"
"0";"33376"
"0";"33378"
"0";"33379"
"0";"33380"
"0";"33381"
"0";"33382"
"0";"33383"
"0";"33384"
"0";"33385"
"0";"33386"
"0";"33387"
"0";"33388"
"0";"33392"
"0";"33393"
"0";"33394"
"0";"33395"
"0";"33396"
"0";"33397"
"0";"33398"
"0";"33399"
"0";"33400"
"0";"33401"
"0";"33402"
"0";"33403"
"0";"33404"
"0";"33405"
"0";"33406"
"0";"33407"
"0";"33413"
"0";"33414"
"0";"33415"
"0";"33416"
"0";"33417"
"0";"33418"
"0";"33419"
"0";"3342"
"0";"33420"
"0";"33421"
"0";"33422"
"0";"33423"
"0";"33424"
"0";"33425"
"0";"33426"
"0";"33427"
"0";"33428"
"0";"33429"
"0";"33430"
"0";"33431"
"0";"33432"
"0";"33433"
"0";"33434"
"0";"33435"
"0";"33436"
"0";"33437"
"0";"33438"
"0";"33439"
"0";"33440"
"0";"33442"
"0";"33443"
"0";"33444"
"0";"33445"
"0";"33446"
"0";"33447"
"0";"33448"
"0";"33449"
"0";"3345"
"0";"33450"
"0";"33451"
"0";"33452"
"0";"33453"
"0";"33454"
"0";"33455"
"0";"33456"
"0";"33457"
"0";"33458"
"0";"33459"
"0";"33460"
"0";"33461"
"0";"33462"
"0";"33463"
"0";"33464"
"0";"33465"
"0";"33466"
"0";"33467"
"0";"33468"
"0";"33469"
"0";"33470"
"0";"33471"
"0";"33472"
"0";"33473"
"0";"33474"
"0";"33475"
"0";"33476"
"0";"33477"
"0";"33478"
"0";"33479"
"0";"33480"
"0";"33481"
"0";"33483"
"0";"33485"
"0";"33486"
"0";"33487"
"0";"33488"
"0";"33489"
"0";"33490"
"0";"33491"
"0";"33492"
"0";"33493"
"0";"33494"
"0";"33495"
"0";"33496"
"0";"33497"
"0";"33498"
"0";"33499"
"0";"33500"
"0";"33501"
"0";"33502"
"0";"33503"
"0";"33504"
"0";"33505"
"0";"33506"
"0";"33507"
"0";"33508"
"0";"33509"
"0";"33510"
"0";"33511"
"0";"33512"
"0";"33513"
"0";"33514"
"0";"33515"
"0";"33516"
"0";"33517"
"0";"33518"
"0";"33519"
"0";"33520"
"0";"33521"
"0";"33522"
"0";"33523"
"0";"33524"
"0";"33525"
"0";"33526"
"0";"33527"
"0";"33528"
"0";"33529"
"0";"33530"
"0";"33531"
"0";"33532"
"0";"33533"
"0";"33534"
"0";"33535"
"0";"33536"
"0";"33537"
"0";"33538"
"0";"33539"
"0";"33540"
"0";"33541"
"0";"33542"
"0";"33543"
"0";"33544"
"0";"33545"
"0";"33546"
"0";"33547"
"0";"33548"
"0";"33549"
"0";"3355"
"0";"33550"
"0";"33551"
"0";"33552"
"0";"33553"
"0";"33554"
"0";"33555"
"0";"33556"
"0";"33557"
"0";"33558"
"0";"33559"
"0";"33560"
"0";"33561"
"0";"33562"
"0";"33563"
"0";"33564"
"0";"33565"
"0";"33566"
"0";"33567"
"0";"33568"
"0";"33570"
"0";"33571"
"0";"33572"
"0";"33573"
"0";"33574"
"0";"33575"
"0";"33576"
"0";"33577"
"0";"33578"
"0";"33579"
"0";"33580"
"0";"33581"
"0";"33582"
"0";"33583"
"0";"33584"
"0";"33585"
"0";"33586"
"0";"33587"
"0";"33588"
"0";"33589"
"0";"33590"
"0";"33591"
"0";"33592"
"0";"33593"
"0";"33595"
"0";"33596"
"0";"33597"
"0";"33598"
"0";"33599"
"0";"33600"
"0";"33601"
"0";"33602"
"0";"33603"
"0";"33604"
"0";"33605"
"0";"33606"
"0";"33607"
"0";"33608"
"0";"33609"
"0";"33610"
"0";"33611"
"0";"33612"
"0";"33614"
"0";"33615"
"0";"33616"
"0";"33617"
"0";"33618"
"0";"33619"
"0";"33620"
"0";"33621"
"0";"33623"
"0";"33625"
"0";"33627"
"0";"33628"
"0";"33629"
"0";"33630"
"0";"33631"
"0";"33632"
"0";"33633"
"0";"33634"
"0";"33635"
"0";"33636"
"0";"33637"
"0";"33638"
"0";"33639"
"0";"33640"
"0";"33641"
"0";"33642"
"0";"33644"
"0";"33645"
"0";"33646"
"0";"33647"
"0";"33648"
"0";"33649"
"0";"33650"
"0";"33651"
"0";"33652"
"0";"33653"
"0";"33654"
"0";"33655"
"0";"33656"
"0";"33657"
"0";"33658"
"0";"33659"
"0";"33660"
"0";"33663"
"0";"33665"
"0";"33666"
"0";"33667"
"0";"33668"
"0";"33670"
"0";"33671"
"0";"33672"
"0";"33674"
"0";"33675"
"0";"33676"
"0";"33677"
"0";"33678"
"0";"33679"
"0";"33680"
"0";"33681"
"0";"33682"
"0";"33683"
"0";"33684"
"0";"33685"
"0";"33686"
"0";"33687"
"0";"33688"
"0";"33690"
"0";"33691"
"0";"33692"
"0";"33693"
"0";"33694"
"0";"33695"
"0";"33696"
"0";"33697"
"0";"33698"
"0";"33699"
"0";"33700"
"0";"33701"
"0";"33702"
"0";"33703"
"0";"33704"
"0";"33705"
"0";"33706"
"0";"33707"
"0";"33708"
"0";"33709"
"0";"33710"
"0";"33711"
"0";"33712"
"0";"33713"
"0";"33714"
"0";"33715"
"0";"33716"
"0";"33717"
"0";"33718"
"0";"33719"
"0";"33720"
"0";"33721"
"0";"33722"
"0";"33723"
"0";"33724"
"0";"33725"
"0";"33726"
"0";"33727"
"0";"33728"
"0";"33729"
"0";"33730"
"0";"33731"
"0";"33732"
"0";"33733"
"0";"33734"
"0";"33736"
"0";"33737"
"0";"33738"
"0";"33739"
"0";"33740"
"0";"33741"
"0";"33742"
"0";"33743"
"0";"33744"
"0";"33745"
"0";"33746"
"0";"33747"
"0";"33748"
"0";"33749"
"0";"33750"
"0";"33751"
"0";"33752"
"0";"33753"
"0";"33754"
"0";"33755"
"0";"33756"
"0";"33757"
"0";"33758"
"0";"33759"
"0";"33760"
"0";"33761"
"0";"33762"
"0";"33763"
"0";"33764"
"0";"33765"
"0";"33766"
"0";"33767"
"0";"33768"
"0";"33769"
"0";"33770"
"0";"33771"
"0";"33772"
"0";"33773"
"0";"33774"
"0";"33775"
"0";"33776"
"0";"33777"
"0";"33778"
"0";"33779"
"0";"33780"
"0";"33781"
"0";"33782"
"0";"33783"
"0";"33784"
"0";"33785"
"0";"33786"
"0";"33787"
"0";"33788"
"0";"33789"
"0";"3379"
"0";"33790"
"0";"33791"
"0";"33792"
"0";"33793"
"0";"33794"
"0";"33795"
"0";"33797"
"0";"33798"
"0";"33799"
"0";"338"
"0";"33800"
"0";"33801"
"0";"33802"
"0";"33803"
"0";"33804"
"0";"33805"
"0";"33806"
"0";"33807"
"0";"33808"
"0";"33809"
"0";"33810"
"0";"33811"
"0";"33812"
"0";"33813"
"0";"33814"
"0";"33815"
"0";"33816"
"0";"33817"
"0";"33818"
"0";"33819"
"0";"3382"
"0";"33821"
"0";"33822"
"0";"33823"
"0";"33824"
"0";"33825"
"0";"33826"
"0";"33827"
"0";"33828"
"0";"33829"
"0";"33830"
"0";"33831"
"0";"33832"
"0";"33833"
"0";"33834"
"0";"33835"
"0";"33836"
"0";"33837"
"0";"33838"
"0";"33839"
"0";"33840"
"0";"33841"
"0";"33842"
"0";"33843"
"0";"33844"
"0";"33845"
"0";"33846"
"0";"33847"
"0";"33848"
"0";"33849"
"0";"33850"
"0";"33851"
"0";"33852"
"0";"33853"
"0";"33854"
"0";"33855"
"0";"33856"
"0";"33857"
"0";"33858"
"0";"33859"
"0";"33860"
"0";"33861"
"0";"33862"
"0";"33863"
"0";"33864"
"0";"33865"
"0";"33866"
"0";"33867"
"0";"33868"
"0";"33870"
"0";"33871"
"0";"33872"
"0";"33873"
"0";"33874"
"0";"33875"
"0";"33876"
"0";"33877"
"0";"33878"
"0";"33879"
"0";"3388"
"0";"33880"
"0";"33881"
"0";"33882"
"0";"33883"
"0";"33884"
"0";"33885"
"0";"33886"
"0";"33887"
"0";"33888"
"0";"33889"
"0";"33890"
"0";"33891"
"0";"33892"
"0";"33893"
"0";"33894"
"0";"33895"
"0";"33896"
"0";"33897"
"0";"33898"
"0";"33899"
"0";"33900"
"0";"33901"
"0";"33902"
"0";"33903"
"0";"33904"
"0";"33905"
"0";"33906"
"0";"33907"
"0";"33908"
"0";"33909"
"0";"33910"
"0";"33911"
"0";"33912"
"0";"33913"
"0";"33914"
"0";"33915"
"0";"33916"
"0";"33917"
"0";"33918"
"0";"33919"
"0";"33920"
"0";"33921"
"0";"33922"
"0";"33923"
"0";"33924"
"0";"33925"
"0";"33926"
"0";"33929"
"0";"33930"
"0";"33931"
"0";"33932"
"0";"33934"
"0";"33935"
"0";"33936"
"0";"33937"
"0";"33938"
"0";"33939"
"0";"33940"
"0";"33941"
"0";"33942"
"0";"33943"
"0";"33944"
"0";"33945"
"0";"33946"
"0";"33947"
"0";"33948"
"0";"33949"
"0";"33950"
"0";"33951"
"0";"33952"
"0";"33953"
"0";"33954"
"0";"33955"
"0";"33956"
"0";"33957"
"0";"33958"
"0";"33959"
"0";"33960"
"0";"33961"
"0";"33962"
"0";"33963"
"0";"33964"
"0";"33965"
"0";"33966"
"0";"33967"
"0";"33968"
"0";"33969"
"0";"33970"
"0";"33971"
"0";"33972"
"0";"33973"
"0";"33974"
"0";"33975"
"0";"33976"
"0";"33977"
"0";"33978"
"0";"33979"
"0";"33980"
"0";"33982"
"0";"33983"
"0";"33984"
"0";"33985"
"0";"33986"
"0";"33987"
"0";"33988"
"0";"33989"
"0";"33990"
"0";"33991"
"0";"33992"
"0";"33993"
"0";"33994"
"0";"33995"
"0";"33996"
"0";"33997"
"0";"33998"
"0";"34000"
"0";"34001"
"0";"34002"
"0";"34003"
"0";"34004"
"0";"34005"
"0";"34006"
"0";"34007"
"0";"34008"
"0";"34009"
"0";"34010"
"0";"34011"
"0";"34013"
"0";"34014"
"0";"34015"
"0";"34016"
"0";"34017"
"0";"34018"
"0";"34019"
"0";"34020"
"0";"34021"
"0";"34022"
"0";"34023"
"0";"34024"
"0";"34025"
"0";"34026"
"0";"34027"
"0";"34028"
"0";"34029"
"0";"34031"
"0";"34032"
"0";"34035"
"0";"34036"
"0";"34039"
"0";"34040"
"0";"34042"
"0";"34043"
"0";"34044"
"0";"34045"
"0";"34046"
"0";"34047"
"0";"34049"
"0";"34050"
"0";"34051"
"0";"34052"
"0";"34053"
"0";"34054"
"0";"34055"
"0";"34056"
"0";"34058"
"0";"34059"
"0";"34060"
"0";"34062"
"0";"34063"
"0";"34064"
"0";"34065"
"0";"34066"
"0";"34067"
"0";"34068"
"0";"34069"
"0";"34070"
"0";"34071"
"0";"34072"
"0";"34073"
"0";"34074"
"0";"34075"
"0";"34076"
"0";"34077"
"0";"34078"
"0";"34080"
"0";"34081"
"0";"34082"
"0";"34083"
"0";"34084"
"0";"34085"
"0";"34086"
"0";"34087"
"0";"34088"
"0";"34089"
"0";"34090"
"0";"34092"
"0";"34093"
"0";"34094"
"0";"34095"
"0";"34102"
"0";"34104"
"0";"34106"
"0";"34108"
"0";"34109"
"0";"34110"
"0";"34111"
"0";"34112"
"0";"34113"
"0";"34114"
"0";"34115"
"0";"34116"
"0";"34117"
"0";"34118"
"0";"34119"
"0";"34120"
"0";"34121"
"0";"34123"
"0";"34124"
"0";"34126"
"0";"34127"
"0";"34128"
"0";"34129"
"0";"34130"
"0";"34131"
"0";"34133"
"0";"34134"
"0";"34135"
"0";"34136"
"0";"34138"
"0";"34139"
"0";"34140"
"0";"34141"
"0";"34142"
"0";"34143"
"0";"34144"
"0";"34145"
"0";"34147"
"0";"34148"
"0";"34149"
"0";"34150"
"0";"34151"
"0";"34152"
"0";"34154"
"0";"34155"
"0";"34156"
"0";"34157"
"0";"34161"
"0";"34162"
"0";"34163"
"0";"34164"
"0";"34165"
"0";"34166"
"0";"34167"
"0";"34168"
"0";"34169"
"0";"34170"
"0";"34171"
"0";"34172"
"0";"34173"
"0";"34174"
"0";"34175"
"0";"34178"
"0";"34179"
"0";"34180"
"0";"34181"
"0";"34182"
"0";"34183"
"0";"34185"
"0";"34186"
"0";"34187"
"0";"34188"
"0";"34189"
"0";"34190"
"0";"34191"
"0";"34192"
"0";"34193"
"0";"34194"
"0";"34195"
"0";"34196"
"0";"34197"
"0";"34198"
"0";"34199"
"0";"34200"
"0";"34201"
"0";"34202"
"0";"34203"
"0";"34204"
"0";"34205"
"0";"34206"
"0";"34207"
"0";"34208"
"0";"34209"
"0";"3434"
"0";"3442"
"0";"3448"
"0";"3461"
"0";"348"
"0";"3512"
"0";"3527"
"0";"3528"
"0";"3529"
"0";"3546"
"0";"3547"
"0";"3579"
"0";"3600"
"0";"3607"
"0";"3617"
"0";"3624"
"0";"367"
"0";"3676"
"0";"369"
"0";"3715"
"0";"3716"
"0";"3747"
"0";"3748"
"0";"3759"
"0";"3765"
"0";"3787"
"0";"3809"
"0";"3816"
"0";"3820"
"0";"3823"
"0";"3825"
"0";"38404"
"0";"38406"
"0";"38407"
"0";"38408"
"0";"3841"
"0";"38411"
"0";"38412"
"0";"38413"
"0";"38414"
"0";"38417"
"0";"38418"
"0";"38419"
"0";"38421"
"0";"38423"
"0";"38426"
"0";"38427"
"0";"38429"
"0";"38430"
"0";"38449"
"0";"38453"
"0";"38459"
"0";"38460"
"0";"38470"
"0";"38476"
"0";"38482"
"0";"38490"
"0";"38498"
"0";"3850"
"0";"38503"
"0";"38510"
"0";"38512"
"0";"38513"
"0";"38514"
"0";"38516"
"0";"38517"
"0";"38519"
"0";"38523"
"0";"38524"
"0";"38526"
"0";"38527"
"0";"38528"
"0";"38529"
"0";"38530"
"0";"38531"
"0";"38533"
"0";"38534"
"0";"38536"
"0";"38537"
"0";"38539"
"0";"38540"
"0";"38541"
"0";"38543"
"0";"38544"
"0";"38545"
"0";"38546"
"0";"38547"
"0";"38548"
"0";"38549"
"0";"38550"
"0";"38554"
"0";"38556"
"0";"3856"
"0";"38573"
"0";"38603"
"0";"38621"
"0";"38640"
"0";"38664"
"0";"38666"
"0";"38681"
"0";"38688"
"0";"38692"
"0";"38711"
"0";"38722"
"0";"38725"
"0";"38728"
"0";"38731"
"0";"38732"
"0";"38735"
"0";"38737"
"0";"38738"
"0";"38739"
"0";"3874"
"0";"38740"
"0";"38742"
"0";"38743"
"0";"38758"
"0";"38768"
"0";"38789"
"0";"38790"
"0";"38800"
"0";"38806"
"0";"38813"
"0";"38822"
"0";"38823"
"0";"38824"
"0";"38827"
"0";"38828"
"0";"38829"
"0";"38830"
"0";"38833"
"0";"38834"
"0";"38835"
"0";"38836"
"0";"38837"
"0";"38838"
"0";"38839"
"0";"38840"
"0";"38841"
"0";"38842"
"0";"38843"
"0";"38844"
"0";"38845"
"0";"38846"
"0";"38847"
"0";"38848"
"0";"38849"
"0";"38850"
"0";"38851"
"0";"38852"
"0";"38853"
"0";"38854"
"0";"38855"
"0";"38856"
"0";"38857"
"0";"38858"
"0";"38859"
"0";"38860"
"0";"38861"
"0";"38862"
"0";"38863"
"0";"38864"
"0";"38865"
"0";"38866"
"0";"38867"
"0";"38868"
"0";"38869"
"0";"38870"
"0";"38873"
"0";"38874"
"0";"38880"
"0";"38907"
"0";"38916"
"0";"38956"
"0";"38981"
"0";"38986"
"0";"39017"
"0";"39029"
"0";"39056"
"0";"39082"
"0";"39083"
"0";"39084"
"0";"39086"
"0";"39087"
"0";"39088"
"0";"39089"
"0";"39090"
"0";"39091"
"0";"39092"
"0";"39093"
"0";"39094"
"0";"39095"
"0";"39096"
"0";"39097"
"0";"39098"
"0";"39099"
"0";"39100"
"0";"39101"
"0";"39103"
"0";"39104"
"0";"39105"
"0";"39106"
"0";"39108"
"0";"39109"
"0";"39143"
"0";"39175"
"0";"39192"
"0";"39194"
"0";"39217"
"0";"39327"
"0";"39328"
"0";"39329"
"0";"39330"
"0";"39331"
"0";"39332"
"0";"39333"
"0";"39334"
"0";"39335"
"0";"39337"
"0";"39338"
"0";"39339"
"0";"39340"
"0";"39341"
"0";"39342"
"0";"39343"
"0";"39354"
"0";"39403"
